from,to,time
114804,114804,"30, 05, 2009"
38795,1190,"30, 05, 2009"
34509,111734,"30, 05, 2009"
37213,49945,"30, 05, 2009"
39155,39155,"30, 05, 2009"
45963,45963,"30, 05, 2009"
72940,72940,"30, 05, 2009"
30453,77996,"30, 05, 2009"
6349,111896,"31, 05, 2009"
17919,111870,"31, 05, 2009"
1060,57458,"31, 05, 2009"
67,63410,"31, 05, 2009"
17919,111870,"31, 05, 2009"
3207,114672,"31, 05, 2009"
83871,17500,"31, 05, 2009"
54736,104459,"31, 05, 2009"
35881,104459,"31, 05, 2009"
108493,108493,"31, 05, 2009"
83871,69850,"31, 05, 2009"
92714,92714,"31, 05, 2009"
66445,95663,"31, 05, 2009"
37213,95663,"31, 05, 2009"
81623,81623,"31, 05, 2009"
23191,97550,"31, 05, 2009"
83871,97550,"31, 05, 2009"
12950,97550,"31, 05, 2009"
56501,18194,"31, 05, 2009"
12950,97550,"31, 05, 2009"
11702,61521,"31, 05, 2009"
12950,97550,"31, 05, 2009"
61521,61521,"31, 05, 2009"
905,60006,"31, 05, 2009"
75642,164168,"31, 05, 2009"
7173,114843,"31, 05, 2009"
13531,60006,"31, 05, 2009"
93943,93943,"31, 05, 2009"
33708,114843,"31, 05, 2009"
13531,114798,"31, 05, 2009"
57458,57458,"31, 05, 2009"
28585,164168,"31, 05, 2009"
10661,114672,"31, 05, 2009"
6193,79856,"31, 05, 2009"
53236,53236,"31, 05, 2009"
40596,40596,"31, 05, 2009"
95852,42223,"31, 05, 2009"
70870,95663,"31, 05, 2009"
15109,61793,"31, 05, 2009"
104459,104459,"31, 05, 2009"
46675,111669,"31, 05, 2009"
267,114850,"31, 05, 2009"
39808,41021,"31, 05, 2009"
114434,114434,"31, 05, 2009"
114434,114434,"31, 05, 2009"
30155,98537,"31, 05, 2009"
40667,98537,"31, 05, 2009"
83871,98537,"31, 05, 2009"
64885,69467,"31, 05, 2009"
98537,98537,"31, 05, 2009"
42082,69755,"31, 05, 2009"
28585,114434,"31, 05, 2009"
267,98537,"31, 05, 2009"
30155,98537,"31, 05, 2009"
53114,111669,"31, 05, 2009"
93327,93327,"31, 05, 2009"
69755,69755,"31, 05, 2009"
33708,66519,"31, 05, 2009"
66519,66519,"31, 05, 2009"
68612,3974,"31, 05, 2009"
6310,66519,"31, 05, 2009"
6310,105550,"31, 05, 2009"
114865,114865,"31, 05, 2009"
66519,66519,"31, 05, 2009"
112377,283055,"31, 05, 2009"
66445,114865,"31, 05, 2009"
6310,14582,"31, 05, 2009"
112161,112161,"31, 05, 2009"
114865,114865,"31, 05, 2009"
95810,57374,"31, 05, 2009"
267,104452,"31, 05, 2009"
8954,66519,"31, 05, 2009"
66445,114865,"31, 05, 2009"
73603,14157,"31, 05, 2009"
114865,114865,"31, 05, 2009"
105550,105550,"31, 05, 2009"
84287,6068,"31, 05, 2009"
6310,66519,"31, 05, 2009"
95267,110565,"31, 05, 2009"
9536,29178,"31, 05, 2009"
16417,114865,"31, 05, 2009"
114865,114865,"31, 05, 2009"
267,29178,"31, 05, 2009"
28585,110565,"31, 05, 2009"
29178,29178,"31, 05, 2009"
27731,114066,"31, 05, 2009"
45249,1363,"31, 05, 2009"
110565,110565,"31, 05, 2009"
758,758,"31, 05, 2009"
58158,58959,"31, 05, 2009"
66519,66519,"31, 05, 2009"
267,110565,"31, 05, 2009"
79523,79523,"31, 05, 2009"
3750,110565,"31, 05, 2009"
22656,114881,"31, 05, 2009"
267,110565,"31, 05, 2009"
95810,114881,"31, 05, 2009"
20261,325418,"31, 05, 2009"
41661,89904,"31, 05, 2009"
84478,1143,"31, 05, 2009"
18309,18309,"31, 05, 2009"
6309,37984,"31, 05, 2009"
33708,25990,"31, 05, 2009"
79856,79856,"31, 05, 2009"
65464,58385,"31, 05, 2009"
9660,110565,"31, 05, 2009"
267,325418,"31, 05, 2009"
42346,25990,"31, 05, 2009"
22656,25990,"31, 05, 2009"
22656,25990,"31, 05, 2009"
9536,51816,"31, 05, 2009"
325418,325418,"31, 05, 2009"
15421,109917,"31, 05, 2009"
53114,100187,"31, 05, 2009"
100187,100187,"31, 05, 2009"
2044,82287,"31, 05, 2009"
111554,51816,"31, 05, 2009"
10661,325418,"31, 05, 2009"
51816,51816,"31, 05, 2009"
149,325418,"31, 05, 2009"
89904,89904,"31, 05, 2009"
109,109,"31, 05, 2009"
37081,36269,"31, 05, 2009"
36590,36590,"31, 05, 2009"
764272,1143,"31, 05, 2009"
51816,51816,"31, 05, 2009"
20860,114865,"31, 05, 2009"
28004,108512,"31, 05, 2009"
3207,114672,"31, 05, 2009"
106671,5422,"31, 05, 2009"
40106,40106,"31, 05, 2009"
114907,114907,"31, 05, 2009"
58959,58959,"31, 05, 2009"
1060,112177,"31, 05, 2009"
58525,114907,"31, 05, 2009"
90155,32037,"31, 05, 2009"
80911,113057,"31, 05, 2009"
32037,32037,"31, 05, 2009"
110202,71830,"31, 05, 2009"
62576,82287,"31, 05, 2009"
55637,1659,"31, 05, 2009"
19563,78336,"31, 05, 2009"
108512,108512,"31, 05, 2009"
90155,111669,"31, 05, 2009"
54420,54420,"31, 05, 2009"
78336,78336,"31, 05, 2009"
112377,112377,"31, 05, 2009"
53114,111669,"31, 05, 2009"
78336,78336,"31, 05, 2009"
114881,114881,"31, 05, 2009"
23354,114928,"31, 05, 2009"
16417,111669,"31, 05, 2009"
19563,78336,"31, 05, 2009"
78336,78336,"31, 05, 2009"
1869,44389,"31, 05, 2009"
95852,32037,"31, 05, 2009"
8954,114928,"31, 05, 2009"
88760,110233,"31, 05, 2009"
96170,96170,"31, 05, 2009"
52738,44389,"31, 05, 2009"
104291,78742,"31, 05, 2009"
108130,35288,"31, 05, 2009"
37231,98204,"31, 05, 2009"
23822,114907,"31, 05, 2009"
60131,60131,"31, 05, 2009"
78244,96170,"31, 05, 2009"
90527,25632,"31, 05, 2009"
2859,7894,"31, 05, 2009"
96170,96170,"31, 05, 2009"
25632,25632,"31, 05, 2009"
110233,110233,"31, 05, 2009"
76337,80090,"31, 05, 2009"
811,91607,"31, 05, 2009"
61027,8123,"31, 05, 2009"
90527,25632,"31, 05, 2009"
76701,76701,"31, 05, 2009"
65663,112284,"31, 05, 2009"
110296,96170,"31, 05, 2009"
110296,1277510,"31, 05, 2009"
97550,97550,"31, 05, 2009"
37213,13842,"31, 05, 2009"
16076,73987,"31, 05, 2009"
105685,105685,"31, 05, 2009"
73987,73987,"31, 05, 2009"
16417,103753,"31, 05, 2009"
11182,92735,"31, 05, 2009"
98371,98371,"31, 05, 2009"
10661,110233,"31, 05, 2009"
10661,84372,"31, 05, 2009"
99635,99635,"31, 05, 2009"
98371,98371,"31, 05, 2009"
13531,49153,"31, 05, 2009"
103753,103753,"31, 05, 2009"
49153,49153,"31, 05, 2009"
80954,72940,"31, 05, 2009"
52738,110296,"31, 05, 2009"
77779,13842,"31, 05, 2009"
113512,2098,"31, 05, 2009"
70870,110296,"31, 05, 2009"
95267,66478,"31, 05, 2009"
61027,110296,"31, 05, 2009"
42971,112534,"31, 05, 2009"
61027,66478,"31, 05, 2009"
42971,110296,"31, 05, 2009"
35881,104304,"31, 05, 2009"
16417,97448,"31, 05, 2009"
66519,110296,"31, 05, 2009"
80090,80090,"31, 05, 2009"
104304,104304,"31, 05, 2009"
34796,62653,"31, 05, 2009"
11507,104304,"31, 05, 2009"
104304,104304,"31, 05, 2009"
66519,64878,"31, 05, 2009"
36805,26853,"31, 05, 2009"
67566,34537,"31, 05, 2009"
14860,92942,"31, 05, 2009"
53646,2533756,"31, 05, 2009"
67706,67706,"31, 05, 2009"
110565,110565,"31, 05, 2009"
37791,37791,"31, 05, 2009"
76337,64878,"31, 05, 2009"
47773,115004,"31, 05, 2009"
43754,43754,"31, 05, 2009"
55562,84372,"31, 05, 2009"
58385,58385,"31, 05, 2009"
15079,92942,"31, 05, 2009"
104304,104304,"31, 05, 2009"
78259,2533756,"31, 05, 2009"
57695,81105,"31, 05, 2009"
92942,92942,"31, 05, 2009"
2533756,2533756,"31, 05, 2009"
111554,111970,"31, 05, 2009"
13257,110233,"31, 05, 2009"
6309,89904,"31, 05, 2009"
13257,110233,"31, 05, 2009"
35092,110233,"31, 05, 2009"
34509,110233,"31, 05, 2009"
11260,2533756,"31, 05, 2009"
110233,110233,"31, 05, 2009"
56524,15663,"31, 05, 2009"
80714,8946,"31, 05, 2009"
8946,8946,"31, 05, 2009"
113570,39980,"31, 05, 2009"
23354,114916,"31, 05, 2009"
23354,114916,"31, 05, 2009"
114885,114885,"31, 05, 2009"
16417,89752,"31, 05, 2009"
111934,102441,"31, 05, 2009"
50093,89752,"31, 05, 2009"
3146,50979,"31, 05, 2009"
4007,62553,"31, 05, 2009"
105468,109859,"31, 05, 2009"
89752,89752,"31, 05, 2009"
47773,37610,"31, 05, 2009"
37984,37610,"31, 05, 2009"
109859,109859,"31, 05, 2009"
31394,108319,"31, 05, 2009"
37610,37610,"31, 05, 2009"
37610,37610,"31, 05, 2009"
111691,111691,"31, 05, 2009"
112308,111691,"31, 05, 2009"
3146,325418,"31, 05, 2009"
34509,110233,"31, 05, 2009"
47773,77542,"31, 05, 2009"
99354,63,"31, 05, 2009"
111970,111970,"31, 05, 2009"
86158,109859,"31, 05, 2009"
44389,44389,"31, 05, 2009"
15541,6805,"31, 05, 2009"
80601,82004,"31, 05, 2009"
53114,64106,"31, 05, 2009"
10661,104304,"31, 05, 2009"
114752,109859,"31, 05, 2009"
78244,96170,"31, 05, 2009"
3153,115072,"31, 05, 2009"
87206,109859,"31, 05, 2009"
109859,109859,"31, 05, 2009"
44257,44257,"31, 05, 2009"
92661,115072,"31, 05, 2009"
1423,39677,"31, 05, 2009"
115072,115072,"31, 05, 2009"
115072,115072,"31, 05, 2009"
12183,115072,"31, 05, 2009"
12950,11236,"31, 05, 2009"
56524,46418,"31, 05, 2009"
105459,46418,"31, 05, 2009"
46418,46418,"31, 05, 2009"
74298,89211,"31, 05, 2009"
31884,110366,"31, 05, 2009"
114054,44257,"31, 05, 2009"
69850,69850,"31, 05, 2009"
91610,88111,"31, 05, 2009"
112161,89636,"31, 05, 2009"
75832,84853,"31, 05, 2009"
50979,50979,"31, 05, 2009"
89211,89211,"31, 05, 2009"
50979,50979,"31, 05, 2009"
47773,17560,"31, 05, 2009"
35288,35288,"31, 05, 2009"
69083,54009,"31, 05, 2009"
66158,62931,"31, 05, 2009"
24644,24644,"31, 05, 2009"
15955,115060,"31, 05, 2009"
95914,95914,"31, 05, 2009"
38055,17211,"31, 05, 2009"
11236,11236,"31, 05, 2009"
149,335036,"31, 05, 2009"
44389,70289,"31, 05, 2009"
5688,70289,"31, 05, 2009"
85157,38055,"31, 05, 2009"
1862,44389,"31, 05, 2009"
15592,12151,"31, 05, 2009"
1386054,14587,"31, 05, 2009"
70870,110296,"31, 05, 2009"
37081,72384,"31, 05, 2009"
18393,22656,"31, 05, 2009"
19068,41021,"31, 05, 2009"
22656,22656,"31, 05, 2009"
12725,46616,"31, 05, 2009"
113570,107421,"31, 05, 2009"
11702,115115,"31, 05, 2009"
102441,102441,"31, 05, 2009"
91610,30674,"31, 05, 2009"
11702,115115,"01, 06, 2009"
107421,107421,"01, 06, 2009"
572,110296,"01, 06, 2009"
18484,110296,"01, 06, 2009"
110647,110647,"01, 06, 2009"
49849,19521,"01, 06, 2009"
83871,33707,"01, 06, 2009"
3474,19521,"01, 06, 2009"
113570,96003,"01, 06, 2009"
49849,19521,"01, 06, 2009"
1337,2533756,"01, 06, 2009"
61337,23893,"01, 06, 2009"
113570,23893,"01, 06, 2009"
2533756,2533756,"01, 06, 2009"
42082,17329,"01, 06, 2009"
6491,82268,"01, 06, 2009"
57301,108341,"01, 06, 2009"
92942,114827,"01, 06, 2009"
83871,108341,"01, 06, 2009"
114928,114928,"01, 06, 2009"
95810,108341,"01, 06, 2009"
24007,426,"01, 06, 2009"
104040,58385,"01, 06, 2009"
12960,115139,"01, 06, 2009"
114400,115139,"01, 06, 2009"
74222,14582,"01, 06, 2009"
104040,33707,"01, 06, 2009"
61027,108341,"01, 06, 2009"
3951,14468,"01, 06, 2009"
44389,44389,"01, 06, 2009"
59303,46616,"01, 06, 2009"
113570,46616,"01, 06, 2009"
46616,46616,"01, 06, 2009"
61027,115105,"01, 06, 2009"
14582,14582,"01, 06, 2009"
14582,14582,"01, 06, 2009"
108319,108319,"01, 06, 2009"
115023,82268,"01, 06, 2009"
77779,64174,"01, 06, 2009"
114916,114916,"01, 06, 2009"
30155,104452,"01, 06, 2009"
42082,42082,"01, 06, 2009"
115023,82268,"01, 06, 2009"
104452,104452,"01, 06, 2009"
42082,110233,"01, 06, 2009"
2090,115146,"01, 06, 2009"
111870,111870,"01, 06, 2009"
89521,89521,"01, 06, 2009"
6637,45571,"01, 06, 2009"
48837,46634,"01, 06, 2009"
61344,73948,"01, 06, 2009"
752,115146,"01, 06, 2009"
1551,100516,"01, 06, 2009"
3750,110565,"01, 06, 2009"
115146,115146,"01, 06, 2009"
62931,62931,"01, 06, 2009"
2908,93461,"01, 06, 2009"
100516,100516,"01, 06, 2009"
83871,2238,"01, 06, 2009"
115139,115139,"01, 06, 2009"
73568,74896,"01, 06, 2009"
53646,104452,"01, 06, 2009"
70353,74896,"01, 06, 2009"
74896,74896,"01, 06, 2009"
7173,74896,"01, 06, 2009"
24231,105685,"01, 06, 2009"
18941,46616,"01, 06, 2009"
100567,73603,"01, 06, 2009"
74896,74896,"01, 06, 2009"
3788,111846,"01, 06, 2009"
18941,114881,"01, 06, 2009"
90566,106974,"01, 06, 2009"
17312,112344,"01, 06, 2009"
18941,114881,"01, 06, 2009"
15168,92942,"01, 06, 2009"
24054,115139,"01, 06, 2009"
16035,69349,"01, 06, 2009"
2959,8946,"01, 06, 2009"
46634,46634,"01, 06, 2009"
53114,89528,"01, 06, 2009"
42082,5849,"01, 06, 2009"
9382,9382,"01, 06, 2009"
23354,109854,"01, 06, 2009"
83871,73603,"01, 06, 2009"
98830,84196,"01, 06, 2009"
104304,104304,"01, 06, 2009"
30461,48311,"01, 06, 2009"
48311,48311,"01, 06, 2009"
95810,24459,"01, 06, 2009"
19998,105685,"01, 06, 2009"
112377,107922,"01, 06, 2009"
34397,19799,"01, 06, 2009"
115023,115004,"01, 06, 2009"
76337,19799,"01, 06, 2009"
23897,42020,"01, 06, 2009"
23354,19799,"01, 06, 2009"
4249,115098,"01, 06, 2009"
107744,4264,"01, 06, 2009"
45571,45571,"01, 06, 2009"
61027,73930,"01, 06, 2009"
23354,105685,"01, 06, 2009"
71444,71444,"01, 06, 2009"
15614,82625,"01, 06, 2009"
88656,105685,"01, 06, 2009"
1088,92942,"01, 06, 2009"
15614,82625,"01, 06, 2009"
15614,109631,"01, 06, 2009"
109917,109917,"01, 06, 2009"
109917,109917,"01, 06, 2009"
19799,19799,"01, 06, 2009"
97828,114074,"01, 06, 2009"
21239,108512,"01, 06, 2009"
63832,77546,"01, 06, 2009"
44389,64519,"01, 06, 2009"
77546,77546,"01, 06, 2009"
98632,53897,"01, 06, 2009"
287,40948,"01, 06, 2009"
45654,109815,"01, 06, 2009"
23897,94121,"01, 06, 2009"
86473,94121,"01, 06, 2009"
5188,1354,"01, 06, 2009"
45654,62931,"01, 06, 2009"
64519,64519,"01, 06, 2009"
83389,283055,"01, 06, 2009"
34211,31516,"01, 06, 2009"
758,49153,"01, 06, 2009"
104184,31516,"01, 06, 2009"
24351,31516,"01, 06, 2009"
35577,64519,"01, 06, 2009"
5008,31516,"01, 06, 2009"
3146,50979,"01, 06, 2009"
106877,31516,"01, 06, 2009"
72136,96003,"01, 06, 2009"
66519,31516,"01, 06, 2009"
2009,3717,"01, 06, 2009"
4636,89752,"01, 06, 2009"
114206,114206,"01, 06, 2009"
48468,2701,"01, 06, 2009"
31671,104015,"01, 06, 2009"
16076,104015,"01, 06, 2009"
38765,38765,"01, 06, 2009"
76337,77814,"01, 06, 2009"
109696,104015,"01, 06, 2009"
16076,2147,"01, 06, 2009"
2147,2147,"01, 06, 2009"
16076,2147,"01, 06, 2009"
44757,105099,"01, 06, 2009"
3146,105099,"01, 06, 2009"
2147,2147,"01, 06, 2009"
4966,4966,"01, 06, 2009"
44084,104452,"01, 06, 2009"
115023,104015,"01, 06, 2009"
4525,31516,"01, 06, 2009"
53902,34537,"01, 06, 2009"
10661,34537,"01, 06, 2009"
52738,31516,"01, 06, 2009"
5849,5849,"01, 06, 2009"
115023,34537,"01, 06, 2009"
85170,84952,"01, 06, 2009"
65338,58521,"01, 06, 2009"
58521,58521,"01, 06, 2009"
105756,87780,"01, 06, 2009"
11702,58521,"01, 06, 2009"
13257,48557,"01, 06, 2009"
48557,48557,"01, 06, 2009"
781,31516,"01, 06, 2009"
115200,112344,"01, 06, 2009"
9047,114334,"01, 06, 2009"
34537,34537,"01, 06, 2009"
23897,6343,"01, 06, 2009"
1769,1769,"01, 06, 2009"
27536,112676,"01, 06, 2009"
27536,115183,"01, 06, 2009"
111544,111544,"01, 06, 2009"
23574,20879,"01, 06, 2009"
45654,16050,"01, 06, 2009"
506,19302,"01, 06, 2009"
14902,114916,"01, 06, 2009"
114916,114916,"01, 06, 2009"
103532,44260,"01, 06, 2009"
16287,49632,"01, 06, 2009"
31967,114916,"01, 06, 2009"
114916,114916,"01, 06, 2009"
4958,109102,"01, 06, 2009"
23574,13198,"01, 06, 2009"
23574,13198,"01, 06, 2009"
72384,72384,"01, 06, 2009"
73249,82320,"01, 06, 2009"
23574,13198,"01, 06, 2009"
13198,13198,"01, 06, 2009"
16623,23339,"01, 06, 2009"
24730,105685,"01, 06, 2009"
65928,23339,"01, 06, 2009"
65928,16050,"01, 06, 2009"
45654,7839,"01, 06, 2009"
81623,114916,"01, 06, 2009"
114916,114916,"01, 06, 2009"
39808,68788,"01, 06, 2009"
23574,114916,"01, 06, 2009"
4848,114916,"01, 06, 2009"
104184,113551,"01, 06, 2009"
70289,70289,"01, 06, 2009"
16417,11577,"01, 06, 2009"
70289,42791,"01, 06, 2009"
53718,364,"01, 06, 2009"
73744,364,"01, 06, 2009"
5733,5733,"01, 06, 2009"
89752,89752,"01, 06, 2009"
85021,16050,"01, 06, 2009"
364,364,"01, 06, 2009"
101811,18107,"01, 06, 2009"
18107,18107,"01, 06, 2009"
53718,364,"01, 06, 2009"
34540,34540,"01, 06, 2009"
90848,73987,"01, 06, 2009"
62931,62931,"01, 06, 2009"
62931,115257,"01, 06, 2009"
24054,85140,"01, 06, 2009"
612,612,"01, 06, 2009"
68204,115289,"01, 06, 2009"
24760,20951,"01, 06, 2009"
16035,99213,"01, 06, 2009"
53718,72746,"01, 06, 2009"
72821,335036,"01, 06, 2009"
110177,99213,"01, 06, 2009"
31782,41983,"01, 06, 2009"
12178,72746,"01, 06, 2009"
23354,105533,"01, 06, 2009"
57428,81394,"01, 06, 2009"
111781,89230,"01, 06, 2009"
14860,72746,"01, 06, 2009"
105533,105533,"01, 06, 2009"
99213,99213,"01, 06, 2009"
85140,85140,"01, 06, 2009"
41321,11464,"01, 06, 2009"
82004,2429,"01, 06, 2009"
99213,99213,"01, 06, 2009"
17413,11340,"01, 06, 2009"
16076,53262,"01, 06, 2009"
16076,114343,"01, 06, 2009"
53262,53262,"01, 06, 2009"
11464,11464,"01, 06, 2009"
83667,34537,"01, 06, 2009"
34537,34537,"01, 06, 2009"
268,41983,"01, 06, 2009"
16076,42230,"01, 06, 2009"
16076,51109,"01, 06, 2009"
23354,66112,"01, 06, 2009"
59303,51109,"01, 06, 2009"
12547,459737,"01, 06, 2009"
56145,2429,"01, 06, 2009"
12547,459737,"01, 06, 2009"
101361,67791,"01, 06, 2009"
974,114840,"01, 06, 2009"
15785,67791,"01, 06, 2009"
31671,73603,"01, 06, 2009"
5728,47013,"01, 06, 2009"
104008,46445,"01, 06, 2009"
5544,82287,"01, 06, 2009"
23574,84963,"01, 06, 2009"
59947,62553,"01, 06, 2009"
41116,46445,"01, 06, 2009"
53718,84963,"01, 06, 2009"
369,90451,"01, 06, 2009"
60761,8446,"01, 06, 2009"
8446,8446,"01, 06, 2009"
51109,51109,"01, 06, 2009"
111781,8446,"01, 06, 2009"
2959,68759,"01, 06, 2009"
7173,51109,"01, 06, 2009"
84963,84963,"01, 06, 2009"
56145,98389,"01, 06, 2009"
83905,83905,"01, 06, 2009"
98389,98389,"01, 06, 2009"
11114,11114,"01, 06, 2009"
82091,104824,"01, 06, 2009"
56145,98389,"01, 06, 2009"
82091,8002,"01, 06, 2009"
24459,24459,"01, 06, 2009"
87616,104824,"01, 06, 2009"
10661,39289,"01, 06, 2009"
10661,104824,"01, 06, 2009"
53902,5369,"01, 06, 2009"
10661,104824,"01, 06, 2009"
24054,85140,"01, 06, 2009"
113057,113057,"01, 06, 2009"
85140,85140,"01, 06, 2009"
58805,58805,"01, 06, 2009"
115,92661,"01, 06, 2009"
115,92661,"01, 06, 2009"
82004,38055,"01, 06, 2009"
16076,115391,"01, 06, 2009"
69824,5369,"01, 06, 2009"
53114,20353,"01, 06, 2009"
71420,71420,"01, 06, 2009"
22080,99213,"01, 06, 2009"
72136,104452,"01, 06, 2009"
95877,95877,"01, 06, 2009"
105533,4653,"01, 06, 2009"
2429,2429,"01, 06, 2009"
23034,63898,"01, 06, 2009"
15721,99542,"01, 06, 2009"
59634,10955,"01, 06, 2009"
41021,41021,"01, 06, 2009"
38055,38055,"01, 06, 2009"
77308,41067,"01, 06, 2009"
41619,87073,"01, 06, 2009"
6063,85837,"01, 06, 2009"
39122,63898,"01, 06, 2009"
48015,48486,"01, 06, 2009"
86158,62553,"01, 06, 2009"
35903,62553,"01, 06, 2009"
115389,115389,"01, 06, 2009"
115389,115389,"01, 06, 2009"
115183,115183,"01, 06, 2009"
16076,108826,"01, 06, 2009"
24283,48486,"01, 06, 2009"
105685,105685,"01, 06, 2009"
114543,114543,"01, 06, 2009"
97197,97197,"01, 06, 2009"
105445,71470,"01, 06, 2009"
89256,89256,"01, 06, 2009"
11907,57997,"01, 06, 2009"
23354,15613,"01, 06, 2009"
11792,45280,"01, 06, 2009"
4172,104824,"01, 06, 2009"
53718,20979,"01, 06, 2009"
10661,104824,"01, 06, 2009"
15613,15613,"01, 06, 2009"
12183,95877,"01, 06, 2009"
12183,95877,"01, 06, 2009"
97828,45629,"01, 06, 2009"
15639,426,"01, 06, 2009"
33732,108306,"01, 06, 2009"
45629,45629,"01, 06, 2009"
7938,16881,"01, 06, 2009"
83667,115389,"01, 06, 2009"
46445,46445,"01, 06, 2009"
48684,93652,"01, 06, 2009"
67168,112104,"01, 06, 2009"
112104,112104,"01, 06, 2009"
65232,81419,"01, 06, 2009"
109815,109815,"01, 06, 2009"
95877,95877,"01, 06, 2009"
95877,95877,"01, 06, 2009"
95877,95877,"01, 06, 2009"
67168,112104,"01, 06, 2009"
112104,112104,"01, 06, 2009"
5696608,112023,"01, 06, 2009"
3474,115192,"01, 06, 2009"
91610,11208,"01, 06, 2009"
2441,24954,"01, 06, 2009"
1444511,46011,"01, 06, 2009"
40411,49372,"01, 06, 2009"
40725,112023,"01, 06, 2009"
59299,59299,"01, 06, 2009"
48015,68821,"01, 06, 2009"
44330,113094,"01, 06, 2009"
62923,74314,"01, 06, 2009"
11208,11208,"01, 06, 2009"
11208,11208,"01, 06, 2009"
67168,74314,"01, 06, 2009"
50979,27578,"01, 06, 2009"
95877,95877,"01, 06, 2009"
108719,2731698,"01, 06, 2009"
31520,91887,"01, 06, 2009"
5878,11208,"01, 06, 2009"
111647,89818,"01, 06, 2009"
80530,54964,"01, 06, 2009"
37,56717,"01, 06, 2009"
80530,54964,"01, 06, 2009"
48625,48625,"01, 06, 2009"
15401,11208,"01, 06, 2009"
66158,74314,"01, 06, 2009"
35903,74314,"01, 06, 2009"
66158,74314,"01, 06, 2009"
24054,85140,"01, 06, 2009"
115200,73603,"01, 06, 2009"
4002,22535,"01, 06, 2009"
24954,24954,"01, 06, 2009"
38971,48625,"01, 06, 2009"
102493,102493,"01, 06, 2009"
68821,68821,"01, 06, 2009"
1450,102493,"01, 06, 2009"
24231,11356,"01, 06, 2009"
13051,115448,"01, 06, 2009"
104452,104452,"01, 06, 2009"
78569,74314,"01, 06, 2009"
115457,115457,"01, 06, 2009"
3474,111988,"01, 06, 2009"
31765,72583,"01, 06, 2009"
2509,16050,"01, 06, 2009"
102493,102493,"01, 06, 2009"
12243,70945,"01, 06, 2009"
85140,85140,"01, 06, 2009"
16076,42636,"01, 06, 2009"
95589,171025,"01, 06, 2009"
12950,81394,"01, 06, 2009"
14444,81394,"01, 06, 2009"
110647,110647,"02, 06, 2009"
12950,81394,"02, 06, 2009"
70945,70945,"02, 06, 2009"
16162,1753,"02, 06, 2009"
115448,115448,"02, 06, 2009"
16623,28540,"02, 06, 2009"
80448,18768,"02, 06, 2009"
13131,42636,"02, 06, 2009"
28540,28540,"02, 06, 2009"
23283,67381,"02, 06, 2009"
49910,67381,"02, 06, 2009"
114334,114334,"02, 06, 2009"
13430,48486,"02, 06, 2009"
10755,102063,"02, 06, 2009"
9516,72583,"02, 06, 2009"
33708,71325,"02, 06, 2009"
16076,84216,"02, 06, 2009"
34065,71325,"02, 06, 2009"
64203,1174,"02, 06, 2009"
3853,112830,"02, 06, 2009"
16076,20774,"02, 06, 2009"
253,253,"02, 06, 2009"
64174,64174,"02, 06, 2009"
18505,71325,"02, 06, 2009"
12243,70945,"02, 06, 2009"
59808,67381,"02, 06, 2009"
16623,28540,"02, 06, 2009"
20774,20774,"02, 06, 2009"
59808,67381,"02, 06, 2009"
2230,72583,"02, 06, 2009"
73987,73987,"02, 06, 2009"
32129,32032,"02, 06, 2009"
29638,111438,"02, 06, 2009"
24950,111647,"02, 06, 2009"
13018,111438,"02, 06, 2009"
10391,10391,"02, 06, 2009"
31288,340,"02, 06, 2009"
4725,10391,"02, 06, 2009"
21677,68821,"02, 06, 2009"
1228,84216,"02, 06, 2009"
1409,340,"02, 06, 2009"
33708,47645,"02, 06, 2009"
28540,28540,"02, 06, 2009"
1228,47645,"02, 06, 2009"
12541,101725,"02, 06, 2009"
74815,112310,"02, 06, 2009"
33213,104998,"02, 06, 2009"
33708,112310,"02, 06, 2009"
16623,28540,"02, 06, 2009"
112613,112613,"02, 06, 2009"
1441,112310,"02, 06, 2009"
42223,42223,"02, 06, 2009"
1753,1753,"02, 06, 2009"
13627,18907,"02, 06, 2009"
340,340,"02, 06, 2009"
33708,55891,"02, 06, 2009"
100567,51387,"02, 06, 2009"
69349,69349,"02, 06, 2009"
22656,105685,"02, 06, 2009"
17832,68172,"02, 06, 2009"
50711,93223,"02, 06, 2009"
36498,85185,"02, 06, 2009"
44434,23339,"02, 06, 2009"
33708,71325,"02, 06, 2009"
30946,44586,"02, 06, 2009"
18768,18768,"02, 06, 2009"
22656,44586,"02, 06, 2009"
8718,33015,"02, 06, 2009"
5008,112477,"02, 06, 2009"
73603,16162,"02, 06, 2009"
44586,44586,"02, 06, 2009"
26683,80395,"02, 06, 2009"
102094,33,"02, 06, 2009"
61027,21268,"02, 06, 2009"
4958,18768,"02, 06, 2009"
84651,46795,"02, 06, 2009"
54648,16161,"02, 06, 2009"
53718,1100,"02, 06, 2009"
90315,20774,"02, 06, 2009"
62640,111093,"02, 06, 2009"
114916,109102,"02, 06, 2009"
16623,111093,"02, 06, 2009"
111093,111093,"02, 06, 2009"
12178,16162,"02, 06, 2009"
14007,14007,"02, 06, 2009"
76337,68608,"02, 06, 2009"
29454,66731,"02, 06, 2009"
55208,2270,"02, 06, 2009"
76337,62070,"02, 06, 2009"
113551,113551,"02, 06, 2009"
73070,66071,"02, 06, 2009"
4433,72537,"02, 06, 2009"
97337,112788,"02, 06, 2009"
20654,70198,"02, 06, 2009"
78101,77163,"02, 06, 2009"
